,Freq,Real,Imag
0,1000000.0,9.857467979174153,-0.3391274058583766
1,794328.2347242822,9.948641334420113,-0.42025943693430373
2,630957.3444801943,10.030943770260235,-0.4878043635059245
3,501187.2336272725,10.10153650750821,-0.5522331622878925
4,398107.17055349774,10.160789490365278,-0.6244039995812993
5,316227.7660168379,10.211830151671371,-0.7144141468496481
6,251188.6431509582,10.259734124507768,-0.8310909529824754
7,199526.2314968883,10.31083576696181,-0.981988953199726
8,158489.3192461114,10.372302584157516,-1.1735532862853097
9,125892.54117941688,10.451812278984649,-1.4112258311605124
10,100000.0,10.557090400980378,-1.6995541294371401
11,79432.82347242821,10.695249343607578,-2.0426072252834184
12,63095.73444801943,10.872223985877014,-2.445017535158141
13,50118.72336272725,11.092901202344986,-2.9136560464543266
14,39810.71705534977,11.362521808832641,-3.4594226386931504
15,31622.776601683792,11.689492556152205,-4.098207210467026
16,25118.864315095823,12.089061571455481,-4.8500493070019335
17,19952.62314968883,12.58672137051423,-5.735967204729059
18,15848.93192461114,13.219989256891257,-6.77267044498286
19,12589.254117941688,14.037470797665726,-7.966123160495552
20,10000.0,15.094745259370278,-9.305423708107147
21,7943.282347242822,16.44741042315612,-10.758559324676634
22,6309.573444801943,18.142349704081354,-12.271278058551804
23,5011.872336272725,20.20875362777193,-13.769708164255798
24,3981.071705534978,22.650555414789157,-15.166618977013954
25,3162.2776601683795,25.441736341275327,-16.370522263126553
26,2511.886431509582,28.525490746444476,-17.296281069412935
27,1995.262314968883,31.81760785933033,-17.875598732259284
28,1584.893192461114,35.21373169254612,-18.065742554724164
29,1258.925411794169,38.599513263786335,-17.855120558713576
30,1000.0,41.8621866843409,-17.26483762132351
31,794.3282347242822,44.90187658843742,-16.346018243052242
32,630.9573444801943,47.641019897842106,-15.173366965166522
33,501.18723362727246,50.03063017098552,-13.836012556949953
34,398.1071705534977,52.05266306497118,-12.427055943872473
35,316.227766016838,53.71835273287438,-11.033377397046547
36,251.18864315095823,55.062989716328445,-9.727161633371432
37,199.52623149688787,56.138128811251164,-8.560295804888218
38,158.48931924611142,57.00258697065012,-7.562320122006382
39,125.89254117941688,57.71375496835179,-6.742017907108661
40,100.0,58.32065458138539,-6.092106679241863
41,79.43282347242821,58.85981727946836,-5.5959488170090435
42,63.09573444801936,59.35449279953655,-5.23485797352535
43,50.11872336272725,59.817029138686884,-4.994521251004832
44,39.81071705534973,60.25364870050755,-4.869306257074346
45,31.622776601683796,60.67042232618173,-4.8637133960386505
46,25.11886431509582,61.07910277358422,-4.990833386616368
47,19.952623149688808,61.50161797679311,-5.268217219598653
48,15.848931924611142,61.97234100533976,-5.711940892681744
49,12.589254117941676,62.53760158942009,-6.329838172165275
50,10.0,63.25219991084402,-7.114986205376644
51,7.943282347242821,64.1730019903112,-8.040674353097094
52,6.309573444801936,65.35020984992752,-9.058205781796001
53,5.011872336272725,66.81763435612939,-10.098707698866233
54,3.981071705534973,68.58397681412393,-11.079437536663855
55,3.1622776601683795,70.62734078202621,-11.91396019927758
56,2.5118864315095824,72.89472149790228,-12.524413541599406
57,1.9952623149688808,75.30713536619751,-12.85330687141974
58,1.584893192461114,77.76966952546536,-12.872200885362131
59,1.2589254117941675,80.18446501116553,-12.585262007059804
60,1.0,82.46387663895115,-12.026904396532341
61,0.7943282347242817,84.5410143402777,-11.25418807083547
62,0.6309573444801934,86.37558598016842,-10.33591478355336
63,0.5011872336272725,87.954227003656,-9.341084436758363
64,0.3981071705534973,89.28594287897538,-8.329335379809653
65,0.3162277660168379,90.39447198945162,-7.345218323122534
66,0.251188643150958,91.30994670111644,-6.416908183012545
67,0.1995262314968879,92.06204166877484,-5.558656992344789
68,0.1584893192461114,92.67596491618876,-4.775358662998849
69,0.1258925411794167,93.17150207017545,-4.067312414068434
70,0.1,93.56429436886094,-3.4336707124432686
71,0.0794328234724281,93.86797819270679,-2.873921082939582
72,0.0630957344480193,94.0958966492796,-2.387690659531102
73,0.0501187233627272,94.26169562064563,-1.9737722436173746
74,0.0398107170553497,94.37887919896352,-1.6293182799772483
75,0.0316227766016837,94.45990372501937,-1.349719966967963
76,0.0251188643150957,94.51542739634978,-1.1291377874379738
77,0.0199526231496888,94.55403474640786,-0.9613267001941158
78,0.0158489319246111,94.58242393248119,-0.8403941181370723
79,0.0125892541179416,94.60587587793043,-0.7612938455378548
80,0.01,94.62881630747631,-0.7200167669625657
