,Freq,Real,Imag
0,10000.0,0.5261428372863219,-0.04146307819111884
1,7943.282227,0.532136484653123,-0.03918321974571919
2,6309.573242,0.5376005302611128,-0.03694474792406582
3,5011.872559,0.5425776614551114,-0.03483679709178545
4,3981.071777,0.5471287246378521,-0.03293114061930568
5,3162.277588,0.5513273662155072,-0.031279089790294035
6,2511.886475,0.5552537223499727,-0.029909921216163992
7,1995.262329,0.5589876155390993,-0.02883115623304656
8,1584.893188,0.5626018435582036,-0.02803088814942053
9,1258.925415,0.5661562684463678,-0.027482173815474922
10,1000.0,0.5696934236372585,-0.027149289535290916
11,794.3282471,0.5732363303925502,-0.0269953692213138
12,630.9573364,0.5767890529361644,-0.026990668132663834
13,501.1872253,0.5803402222678243,-0.027120479381220863
14,398.1071777,0.5838694025338089,-0.027391627919274665
15,316.2277527,0.5873557443749603,-0.027836515665417765
16,251.1886444,0.5907879886983834,-0.02851388966716806
17,199.5262299,0.5941746189289255,-0.02950584245544625
18,158.4893188,0.5975527151949426,-0.030910972663192142
19,125.89254,0.6009940947681429,-0.03283413264557747
20,100.0,0.60460737215697,-0.03537369341691314
21,79.43282318,0.6085348845904142,-0.03860777167336061
22,63.09573364,0.6129438511458575,-0.04258131259685495
23,50.11872482,0.6180117777953558,-0.047296276722645685
24,39.81071854,0.6239069188180961,-0.05270734770766601
25,31.62277603,0.6307655116426762,-0.058725455211990386
26,25.11886406,0.6386684772369517,-0.06523096644487425
27,19.95262337,0.6476211355814122,-0.07209753894627476
28,15.84893227,0.657539999957781,-0.07922631951326245
29,12.58925438,0.6682508439916944,-0.08658864670081969
30,10.0,0.6795016613857431,-0.09427370901349794
31,7.943282127,0.6909928854531711,-0.10253610698684155
32,6.30957365,0.7024253861024871,-0.11183728079368467
33,5.011872292,0.7135646173714623,-0.12287461403493283
34,3.981071711,0.7243172264145956,-0.1365927106538321
35,3.162277699,0.7348154609792076,-0.15417294366308523
36,2.511886358,0.7455046067583039,-0.1769985293464493
37,1.995262265,0.7572298213266105,-0.20659237033085498
38,1.584893227,0.7713187968203025,-0.244522348239491
39,1.258925438,0.7896525818505777,-0.2922644548945564
40,1.0,0.8147063059678328,-0.35101310569565564
41,0.794328213,0.8495274937549651,-0.42143757369794904
42,0.630957365,0.8976126895665318,-0.503406414672457
43,0.501187205,0.9626553234214333,-0.5957306340734724
44,0.398107171,1.0481689180415732,-0.6959926955994243
45,0.316227764,1.1570294608246081,-0.8005246067152375
46,0.251188636,1.2910075194909738,-0.904568690101219
47,0.199526235,1.4503723864941949,-1.0026203822430213
48,0.158489317,1.6336409289971117,-1.0889153589275717
49,0.125892535,1.8375207051893871,-1.1579965255498583
50,0.100000001,2.0570679199796498,-1.2052827167971183
51,0.079432823,2.286046593976501,-1.2275587437590727
52,0.063095734,2.517444247795815,-1.2233183648800827
53,0.050118722,2.7440792488071213,-1.1929142843174767
54,0.039810717,2.959219852850555,-1.1384974367004612
55,0.031622775,3.1571378307942393,-1.0637585857948202
56,0.025118865,3.3335294211540565,-0.9735127377716539
57,0.019952623,3.485760540979361,-0.8731858327412272
